id,ticker,signal_type,session,entry_low,entry_high,tp_price,sl_price,tp_pct,sl_pct,score,wyckoff_phase,cmf_value,obv_direction,broker_crossing,vcp_grade,rs_interp,rationale,timestamp_wib,status,exit_price,exit_timestamp,pnl_pct,days_held,notes
BMP-MYOR-20260630-PRE,MYOR,BUY,PRE_MARKET,1835.0,1853.0,2138.0,1714.0,16.5,6.6,53,B — Indeterminate,0.299,Rising ▲,—,NONE,OUTPERFORM ▲,CMF +0.299 (inflow kuat) · OBV naik ▲ · RS OUTPERFORM ▲,2026-06-30 16:22:43,LOSS,1714.0,2026-07-09 06:01:53,-6.59,7,SL hit
BMP-INTP-20260707-MID,INTP,BUY,MIDDAY,4480.0,4525.0,5042.0,4255.0,12.5,5.0,50,B — Indeterminate,0.0798,Rising ▲,—,NONE,IN LINE →,OBV naik ▲,2026-07-07 08:53:14,OPEN,,,,,
BMP-INTP-20260707-POST,INTP,BUY,POST_MARKET,4500.0,4545.0,5065.0,4274.0,12.6,5.0,51,B — Indeterminate,0.0949,Rising ▲,—,NONE,IN LINE →,CMF +0.095 (inflow) · OBV naik ▲,2026-07-07 12:07:50,OPEN,,,,,
BMP-MBAP-20260710-MID,MBAP,BUY,MIDDAY,1350.0,1364.0,1548.0,1271.0,14.7,5.9,65,C — Spring ⭐,0.1774,Falling ▼,—,NONE,IN LINE →,CMF +0.177 (inflow kuat) · Wyckoff C — Spring ⭐ · Vol 3.1x,2026-07-10 08:51:04,OPEN,,,,,
BMP-MBAP-20260710-POST,MBAP,BUY,POST_MARKET,1350.0,1364.0,1548.0,1271.0,14.7,5.9,65,C — Spring ⭐,0.1774,Falling ▼,—,NONE,IN LINE →,CMF +0.177 (inflow kuat) · Wyckoff C — Spring ⭐ · Vol 3.1x,2026-07-10 12:07:51,OPEN,,,,,
BMP-WTON-20260714-SIG,WTON,BUY,POST_OPEN,73.0,74.0,83.0,69.0,13.7,5.5,64,C — Spring ⭐,0.3731,Falling ▼,—,NONE,IN LINE →,CMF +0.373 (inflow kuat) · Wyckoff C — Spring ⭐,2026-07-14 03:45:51,OPEN,,,,,
BMP-WTON-20260714-MID,WTON,BUY,MIDDAY,73.0,74.0,83.0,69.0,13.7,5.5,65,C — Spring ⭐,0.378,Falling ▼,—,NONE,IN LINE →,CMF +0.378 (inflow kuat) · Wyckoff C — Spring ⭐,2026-07-14 07:27:46,OPEN,,,,,
BMP-WTON-20260714-POST,WTON,BUY,POST_MARKET,73.0,74.0,83.0,69.0,13.7,5.5,65,C — Spring ⭐,0.391,Falling ▼,—,NONE,IN LINE →,CMF +0.391 (inflow kuat) · Wyckoff C — Spring ⭐,2026-07-14 10:54:41,OPEN,,,,,
BMP-WTON-20260715-SIG,WTON,BUY,POST_OPEN,75.0,76.0,88.0,70.0,17.3,6.7,47,B — Indeterminate,0.3767,Rising ▲,—,NONE,IN LINE →,CMF +0.377 (inflow kuat) · OBV naik ▲,2026-07-15 03:46:21,OPEN,,,,,
BMP-ANTM-20260715-SIG,ANTM,BUY,POST_OPEN,3070.0,3101.0,3532.0,2885.0,15.0,6.0,50,B — Indeterminate,0.0695,Rising ▲,—,NONE,IN LINE →,OBV naik ▲,2026-07-15 05:17:17,OPEN,,,,,
BMP-DOID-20260715-SIG,DOID,BUY,POST_OPEN,212.0,214.0,240.0,201.0,13.2,5.2,49,B — Indeterminate,0.1076,Rising ▲,—,NONE,IN LINE →,CMF +0.108 (inflow) · OBV naik ▲,2026-07-15 05:17:18,OPEN,,,,,
BMP-WTON-20260715-MID,WTON,BUY,MIDDAY,74.0,75.0,84.0,70.0,13.5,5.4,65,C — Spring ⭐,0.2524,Rising ▲,—,NONE,IN LINE →,CMF +0.252 (inflow kuat) · OBV naik ▲ · Wyckoff C — Spring ⭐ · Vol 2.6x,2026-07-15 07:32:11,OPEN,,,,,
BMP-WTON-20260715-POST,WTON,BUY,POST_MARKET,74.0,75.0,84.0,70.0,13.5,5.4,65,C — Spring ⭐,0.2115,Rising ▲,—,NONE,IN LINE →,CMF +0.212 (inflow kuat) · OBV naik ▲ · Wyckoff C — Spring ⭐ · Vol 3.5x,2026-07-15 11:00:48,OPEN,,,,,
BMP-ANTM-20260715-POST,ANTM,BUY,POST_MARKET,3040.0,3070.0,3505.0,2854.0,15.3,6.1,63,D — Sign of Strength,0.0223,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff D — Sign of Strength · Vol 1.5x,2026-07-15 11:00:49,OPEN,,,,,
BMP-DOID-20260715-POST,DOID,BUY,POST_MARKET,210.0,212.0,238.0,199.0,13.3,5.2,50,B — Indeterminate,0.0824,Rising ▲,—,NONE,IN LINE →,CMF +0.082 (inflow) · OBV naik ▲,2026-07-15 11:00:49,OPEN,,,,,
BMP-ANTM-20260716-POST,ANTM,BUY,POST_MARKET,3080.0,3111.0,3522.0,2903.0,14.4,5.7,64,D — Sign of Strength,0.084,Rising ▲,—,NONE,OUTPERFORM ▲,CMF +0.084 (inflow) · OBV naik ▲ · Wyckoff D — Sign of Strength · RS OUTPERFORM ▲,2026-07-16 11:08:07,OPEN,,,,,
BMP-TOWR-20260716-POST,TOWR,BUY,POST_MARKET,390.0,394.0,440.0,370.0,12.8,5.1,49,B — Indeterminate,0.1392,Rising ▲,—,NONE,IN LINE →,CMF +0.139 (inflow) · OBV naik ▲,2026-07-16 11:08:08,OPEN,,,,,
BMP-ANTM-20260717-POST,ANTM,BUY,POST_MARKET,3070.0,3101.0,3508.0,2895.0,14.3,5.7,70,D — Sign of Strength,0.2045,Rising ▲,—,NONE,IN LINE →,CMF +0.204 (inflow kuat) · OBV naik ▲ · Wyckoff D — Sign of Strength,2026-07-17 10:57:20,OPEN,,,,,
BMP-PWON-20260717-POST,PWON,BUY,POST_MARKET,270.0,273.0,302.0,257.0,11.9,4.8,60,B — Indeterminate,0.2394,Rising ▲,—,NONE,OUTPERFORM ▲,CMF +0.239 (inflow kuat) · OBV naik ▲ · RS OUTPERFORM ▲,2026-07-17 10:57:21,OPEN,,,,,
BMP-BBCA-20260717-POST,BBCA,BUY,POST_MARKET,6475.0,6540.0,7265.0,6159.0,12.2,4.9,59,B — Indeterminate,0.0706,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Weekly 69/100 · Vol 1.7x,2026-07-17 10:57:22,OPEN,,,,,
BMP-BBRI-20260720-MID,BBRI,BUY,MIDDAY,3050.0,3080.0,3378.0,2919.0,10.8,4.3,44,B — Indeterminate,0.0941,Rising ▲,—,NONE,IN LINE →,CMF +0.094 (inflow) · OBV naik ▲,2026-07-20 08:27:49,OPEN,,,,,
BMP-BSDE-20260720-POST,BSDE,BUY,POST_MARKET,580.0,586.0,665.0,546.0,14.7,5.9,38,B — Indeterminate,0.0502,Rising ▲,—,NONE,IN LINE →,OBV naik ▲,2026-07-20 11:54:21,OPEN,,,,,
BMP-BSDE-20260721-MID,BSDE,BUY,MIDDAY,585.0,591.0,668.0,552.0,14.2,5.6,42,B — Indeterminate,0.0757,Rising ▲,—,NONE,IN LINE →,OBV naik ▲,2026-07-21 07:57:23,OPEN,,,,,
BMP-BSDE-20260721-POST,BSDE,BUY,POST_MARKET,590.0,596.0,672.0,557.0,13.9,5.6,50,B — Indeterminate,0.1267,Rising ▲,—,NONE,IN LINE →,CMF +0.127 (inflow) · OBV naik ▲ · Vol 1.5x,2026-07-21 11:16:05,OPEN,,,,,
BMP-MDKA-20260721-POST,MDKA,BUY,POST_MARKET,2720.0,2747.0,3108.0,2565.0,14.3,5.7,48,D — Sign of Strength,-0.0177,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff D — Sign of Strength · Weekly 69/100 · Vol 1.5x,2026-07-21 11:16:05,OPEN,,,,,
BMP-MBSS-20260722-SIG,MBSS,BUY,POST_OPEN,2700.0,2727.0,3152.0,2519.0,16.7,6.7,71,D — Sign of Strength,-0.0246,Rising ▲,—,C,IN LINE →,OBV naik ▲ · Wyckoff D — Sign of Strength · Weekly 100/100 · Vol 2.5x,2026-07-22 03:59:19,OPEN,,,,,
BMP-ANTM-20260722-SIG,ANTM,BUY,POST_OPEN,3120.0,3151.0,3525.0,2958.0,13.0,5.2,48,B — Indeterminate,0.1166,Rising ▲,—,NONE,IN LINE →,CMF +0.117 (inflow) · OBV naik ▲,2026-07-22 03:59:20,OPEN,,,,,
BMP-MDKA-20260722-SIG,MDKA,BUY,POST_OPEN,2750.0,2778.0,3132.0,2597.0,13.9,5.6,44,D — Sign of Strength,-0.069,Rising ▲,—,NONE,UNDERPERFORM ▼,"OBV naik ▲ · Wyckoff D — Sign of Strength · Weekly 69/100 · Intraday 2,750",2026-07-22 03:59:20,OPEN,,,,,
BMP-MYOR-20260722-MID,MYOR,BUY,MIDDAY,1840.0,1858.0,1998.0,1777.0,8.6,3.4,57,B — Indeterminate,0.1082,Rising ▲,—,NONE,UNDERPERFORM ▼,CMF +0.108 (inflow) · OBV naik ▲ · Weekly 89/100,2026-07-22 05:35:51,OPEN,,,,,
BMP-MDKA-20260722-MID,MDKA,BUY,MIDDAY,2760.0,2788.0,3142.0,2607.0,13.8,5.5,50,D — Sign of Strength,-0.0261,Rising ▲,—,NONE,UNDERPERFORM ▼,OBV naik ▲ · Wyckoff D — Sign of Strength · Weekly 69/100,2026-07-22 05:35:52,OPEN,,,,,
BMP-ANTM-20260722-MID,ANTM,BUY,MIDDAY,3110.0,3141.0,3515.0,2948.0,13.0,5.2,45,B — Indeterminate,0.0915,Rising ▲,—,NONE,IN LINE →,CMF +0.091 (inflow) · OBV naik ▲,2026-07-22 05:35:53,OPEN,,,,,
BMP-ULTJ-20260722-MID,ULTJ,BUY,MIDDAY,1410.0,1424.0,1532.0,1361.0,8.7,3.5,41,D — Sign of Strength,-0.1498,Rising ▲,—,NONE,IN LINE →,OBV naik ▲ · Wyckoff D — Sign of Strength · Weekly 75/100 · Vol 3.7x,2026-07-22 07:57:38,OPEN,,,,,
BMP-MYOR-20260722-POST,MYOR,BUY,POST_MARKET,1795.0,1813.0,1952.0,1732.0,8.7,3.5,65,C — Spring ⭐,0.0225,Rising ▲,—,NONE,UNDERPERFORM ▼,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 89/100 · Vol 2.8x,2026-07-22 11:16:51,OPEN,,,,,
BMP-ANTM-20260722-POST,ANTM,BUY,POST_MARKET,3120.0,3151.0,3525.0,2958.0,13.0,5.2,55,D — Sign of Strength,0.0928,Rising ▲,—,NONE,IN LINE →,CMF +0.093 (inflow) · OBV naik ▲ · Wyckoff D — Sign of Strength · Vol 1.7x,2026-07-22 11:16:51,OPEN,,,,,
BMP-MDKA-20260722-POST,MDKA,BUY,POST_MARKET,2730.0,2757.0,3112.0,2577.0,14.0,5.6,40,D — Sign of Strength,-0.0967,Rising ▲,—,NONE,UNDERPERFORM ▼,OBV naik ▲ · Wyckoff D — Sign of Strength · Weekly 69/100 · Vol 1.7x,2026-07-22 11:16:52,OPEN,,,,,
BMP-MYOR-20260723-SIG,MYOR,BUY,POST_OPEN,1815.0,1833.0,1960.0,1757.0,8.0,3.2,73,C — Spring ⭐,0.0313,Rising ▲,—,NONE,UNDERPERFORM ▼,OBV naik ▲ · Wyckoff C — Spring ⭐ · Weekly 89/100,2026-07-23 03:57:06,OPEN,,,,,
